Aviso,AnioMes,Equipo,DenominacionEquipo,Area,Linea,Criticidad,Causa,DuracionParada_h,CategoriaPerdida,LigadoAOrden
901579,2026-03,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,5.4,Paradas menores,1
901580,2026-03,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Fatiga de material,2.9,Averías,1
901581,2026-03,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desgaste,7.2,Setup y ajustes,0
901582,2026-03,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Ajuste incorrecto,7.0,Defectos y reproceso,1
901583,2026-03,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,10.1,Defectos y reproceso,1
901584,2026-03,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Obstrucción,2.3,Averías,1
901585,2026-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,4.7,Averías,1
901586,2026-03,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,9.7,Pérdida de velocidad,1
901587,2026-03,EQ-0211,Chiller 1,Servicios,N/A,A,Obstrucción,3.1,Averías,1
901588,2026-03,EQ-0211,Chiller 1,Servicios,N/A,A,Desgaste,6.6,Averías,1
901589,2026-03,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Obstrucción,5.2,Averías,1
901590,2026-03,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,8.4,Setup y ajustes,1
901591,2026-03,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,1.6,Averías,1
901592,2026-04,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Falla eléctrica,5.6,Averías,1
901593,2026-04,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Contaminación,7.4,Averías,1
901594,2026-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falla eléctrica,11.7,Averías,1
901595,2026-04,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desalineamiento,0.7,Paradas menores,1
901596,2026-04,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falla eléctrica,8.0,Paradas menores,1
901597,2026-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,1.7,Averías,0
901598,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,3.8,Defectos y reproceso,1
901599,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,4.8,Averías,1
901600,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,6.6,Setup y ajustes,1
901601,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Contaminación,11.5,Averías,1
901602,2026-04,EQ-0210,Compresor 3,Servicios,N/A,B,Contaminación,5.9,Paradas menores,1
901603,2026-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Contaminación,2.1,Paradas menores,1
901604,2026-04,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,2.9,Averías,1
901605,2026-04,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desgaste,1.8,Pérdida de velocidad,1
901606,2026-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,2.0,Averías,1
901607,2026-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,4.6,Averías,1
901608,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,8.4,Averías,1
901609,2026-04,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,3.5,Averías,1
901610,2026-04,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desgaste,2.3,Defectos y reproceso,1
901611,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,7.0,Averías,1
901612,2026-04,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,4.7,Averías,1
901613,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,1.1,Pérdida de velocidad,1
901614,2026-04,EQ-0471,Transportador L3,Envasado,Línea 3,C,Desalineamiento,4.0,Setup y ajustes,1
901615,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,1.6,Averías,1
901616,2026-04,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falla eléctrica,3.4,Paradas menores,1
901617,2026-04,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,6.2,Averías,1
901618,2026-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Obstrucción,7.5,Averías,1
901619,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,8.5,Arranque,1
901620,2026-04,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Falta de lubricación,0.8,Averías,1
901621,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,11.7,Paradas menores,1
901622,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,7.8,Pérdida de velocidad,1
901623,2026-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falla eléctrica,11.1,Averías,1
901624,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,1.7,Pérdida de velocidad,1
901625,2026-04,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desgaste,6.1,Setup y ajustes,1
901626,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,6.4,Paradas menores,1
901627,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,1.8,Averías,1
901628,2026-04,EQ-0202,Caldera 2,Servicios,N/A,B,Obstrucción,5.7,Averías,1
901629,2026-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,10.6,Averías,1
901630,2026-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,8.1,Averías,1
901631,2026-04,EQ-0471,Transportador L3,Envasado,Línea 3,C,Falla eléctrica,1.3,Averías,1
901632,2026-04,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desalineamiento,4.9,Averías,1
901633,2026-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,3.5,Averías,1
901634,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,11.1,Arranque,1
901635,2026-04,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Contaminación,2.5,Averías,1
901636,2026-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Obstrucción,7.7,Averías,1
901637,2026-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Contaminación,8.9,Averías,1
901638,2026-04,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,4.2,Paradas menores,1
901639,2026-04,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desgaste,6.7,Averías,1
901640,2026-04,EQ-0211,Chiller 1,Servicios,N/A,A,Falla eléctrica,6.5,Setup y ajustes,1
901641,2026-04,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desgaste,5.0,Averías,1
901642,2026-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falta de lubricación,6.2,Setup y ajustes,1
901643,2026-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,1.2,Defectos y reproceso,1
901644,2026-04,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,5.3,Averías,1
901645,2026-04,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falla eléctrica,7.9,Paradas menores,1
901646,2026-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desalineamiento,4.0,Averías,1
901647,2026-04,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desgaste,8.6,Averías,1
901648,2026-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Falla eléctrica,6.7,Paradas menores,1
901649,2026-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,1.7,Averías,1
901650,2026-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falla eléctrica,6.9,Averías,1
901651,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,2.0,Averías,1
901652,2026-04,EQ-0471,Transportador L3,Envasado,Línea 3,C,Contaminación,4.5,Averías,1
901653,2026-04,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,7.9,Averías,1
901654,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,4.8,Defectos y reproceso,1
901655,2026-04,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,8.6,Averías,1
901656,2026-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,11.0,Averías,1
901657,2026-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Fatiga de material,7.8,Defectos y reproceso,1
901658,2026-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,7.3,Averías,0
901659,2026-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,9.5,Paradas menores,1
901660,2026-04,EQ-0202,Caldera 2,Servicios,N/A,B,Fatiga de material,6.7,Averías,1
901661,2026-04,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Obstrucción,1.5,Averías,1
901662,2026-04,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desgaste,6.5,Averías,1
901663,2026-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,1.6,Arranque,1
901664,2026-04,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,1.0,Pérdida de velocidad,1
901665,2026-04,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Obstrucción,5.6,Paradas menores,1
901666,2026-04,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Ajuste incorrecto,6.4,Averías,0
901667,2026-04,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,7.7,Averías,1
901668,2026-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,3.7,Defectos y reproceso,1
901669,2026-04,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,1.9,Averías,1
901670,2026-04,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,2.7,Averías,1
901671,2026-04,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,8.6,Averías,1
901672,2026-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Desgaste,2.7,Averías,1
901673,2026-04,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,0.9,Defectos y reproceso,1
901674,2026-04,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,1.0,Setup y ajustes,1
901675,2026-04,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Falla eléctrica,6.6,Defectos y reproceso,1
901676,2026-04,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,10.6,Setup y ajustes,1
901677,2026-04,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,5.8,Averías,1
901678,2026-04,EQ-0202,Caldera 2,Servicios,N/A,B,Desalineamiento,2.7,Averías,1
901679,2026-04,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Ajuste incorrecto,6.2,Averías,1
901680,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,3.5,Averías,1
901681,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,4.0,Setup y ajustes,1
901682,2026-04,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,7.8,Setup y ajustes,1
901683,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,4.6,Paradas menores,1
901684,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,1.6,Setup y ajustes,1
901685,2026-04,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Ajuste incorrecto,6.5,Averías,1
901686,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,10.2,Paradas menores,1
901687,2026-04,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Contaminación,6.6,Setup y ajustes,1
901688,2026-04,EQ-0202,Caldera 2,Servicios,N/A,B,Ajuste incorrecto,5.5,Averías,1
901689,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Ajuste incorrecto,7.7,Averías,1
901690,2026-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Obstrucción,2.8,Averías,1
901691,2026-04,EQ-0470,Paletizador,Envasado,Línea 3,B,Ajuste incorrecto,7.1,Pérdida de velocidad,1
901692,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,4.2,Defectos y reproceso,1
901693,2026-04,EQ-0471,Transportador L3,Envasado,Línea 3,C,Ajuste incorrecto,1.6,Paradas menores,1
901694,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,6.3,Pérdida de velocidad,1
901695,2026-04,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desalineamiento,4.5,Averías,1
901696,2026-04,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,1.9,Averías,1
901697,2026-04,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desalineamiento,4.6,Arranque,1
901698,2026-04,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,8.5,Pérdida de velocidad,1
901699,2026-05,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,6.5,Paradas menores,1
901700,2026-05,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Ajuste incorrecto,7.2,Averías,1
901701,2026-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falla eléctrica,3.6,Paradas menores,1
901702,2026-05,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,6.8,Averías,1
901703,2026-05,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,5.9,Setup y ajustes,1
901704,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,6.4,Pérdida de velocidad,1
901705,2026-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,8.2,Averías,1
901706,2026-05,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,2.5,Paradas menores,1
901707,2026-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Ajuste incorrecto,7.1,Pérdida de velocidad,1
901708,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,8.6,Pérdida de velocidad,1
901709,2026-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,3.6,Setup y ajustes,1
901710,2026-05,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Desalineamiento,2.4,Paradas menores,1
901711,2026-05,EQ-0470,Paletizador,Envasado,Línea 3,B,Fatiga de material,8.1,Arranque,1
901712,2026-05,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desalineamiento,5.3,Defectos y reproceso,1
901713,2026-05,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,4.3,Averías,1
901714,2026-05,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,6.7,Averías,1
901715,2026-05,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,6.2,Averías,1
901716,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,6.3,Paradas menores,1
901717,2026-05,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Contaminación,5.6,Averías,1
901718,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,8.6,Averías,1
901719,2026-05,EQ-0201,Caldera 1,Servicios,N/A,A,Fatiga de material,3.6,Averías,1
901720,2026-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Falla eléctrica,6.9,Paradas menores,1
901721,2026-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falla eléctrica,5.4,Averías,1
901722,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,11.5,Pérdida de velocidad,1
901723,2026-05,EQ-0211,Chiller 1,Servicios,N/A,A,Falta de lubricación,8.5,Paradas menores,1
901724,2026-05,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,8.6,Paradas menores,1
901725,2026-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desalineamiento,6.9,Defectos y reproceso,1
901726,2026-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,6.7,Setup y ajustes,1
901727,2026-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,5.8,Defectos y reproceso,1
901728,2026-05,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Desgaste,5.2,Averías,1
901729,2026-05,EQ-0310,Reactor P1,Proceso,Línea 1,A,Obstrucción,7.1,Averías,1
901730,2026-05,EQ-0470,Paletizador,Envasado,Línea 3,B,Desgaste,7.6,Averías,1
901731,2026-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Contaminación,8.5,Setup y ajustes,1
901732,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,8.3,Defectos y reproceso,1
901733,2026-05,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Contaminación,1.6,Paradas menores,1
901734,2026-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falla eléctrica,7.8,Averías,1
901735,2026-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falla eléctrica,1.3,Setup y ajustes,1
901736,2026-05,EQ-0201,Caldera 1,Servicios,N/A,A,Falta de lubricación,4.5,Pérdida de velocidad,0
901737,2026-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,2.1,Averías,0
901738,2026-05,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,4.8,Averías,1
901739,2026-05,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desalineamiento,4.1,Setup y ajustes,1
901740,2026-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,5.2,Averías,1
901741,2026-05,EQ-0310,Reactor P1,Proceso,Línea 1,A,Obstrucción,5.6,Paradas menores,1
901742,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,3.6,Pérdida de velocidad,1
901743,2026-05,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desgaste,5.3,Pérdida de velocidad,1
901744,2026-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falta de lubricación,7.6,Averías,1
901745,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,1.2,Defectos y reproceso,1
901746,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,7.6,Pérdida de velocidad,1
901747,2026-05,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,4.2,Setup y ajustes,1
901748,2026-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Falta de lubricación,4.0,Averías,1
901749,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falta de lubricación,4.9,Paradas menores,1
901750,2026-05,EQ-0470,Paletizador,Envasado,Línea 3,B,Ajuste incorrecto,5.6,Arranque,1
901751,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,8.3,Averías,1
901752,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,6.6,Paradas menores,1
901753,2026-05,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Contaminación,1.3,Setup y ajustes,1
901754,2026-05,EQ-0211,Chiller 1,Servicios,N/A,A,Fatiga de material,5.2,Pérdida de velocidad,0
901755,2026-05,EQ-0211,Chiller 1,Servicios,N/A,A,Falla eléctrica,6.9,Averías,1
901756,2026-05,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Obstrucción,1.5,Defectos y reproceso,1
901757,2026-05,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Fatiga de material,5.6,Pérdida de velocidad,1
901758,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,8.1,Paradas menores,1
901759,2026-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desalineamiento,6.8,Setup y ajustes,1
901760,2026-05,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Obstrucción,3.3,Averías,1
901761,2026-05,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falta de lubricación,3.5,Pérdida de velocidad,1
901762,2026-05,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,4.5,Averías,1
901763,2026-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,5.2,Averías,1
901764,2026-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desalineamiento,5.2,Setup y ajustes,1
901765,2026-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Desgaste,7.3,Pérdida de velocidad,1
901766,2026-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,7.8,Averías,1
901767,2026-05,EQ-0201,Caldera 1,Servicios,N/A,A,Desalineamiento,7.2,Averías,1
901768,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Obstrucción,10.5,Setup y ajustes,1
901769,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,9.2,Setup y ajustes,1
901770,2026-05,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,3.5,Paradas menores,1
901771,2026-05,EQ-0211,Chiller 1,Servicios,N/A,A,Desalineamiento,8.1,Pérdida de velocidad,1
901772,2026-05,EQ-0201,Caldera 1,Servicios,N/A,A,Obstrucción,11.1,Arranque,1
901773,2026-05,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desgaste,3.4,Arranque,1
901774,2026-05,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Desalineamiento,6.0,Setup y ajustes,1
901775,2026-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Ajuste incorrecto,5.1,Averías,1
901776,2026-05,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,6.4,Averías,1
901777,2026-05,EQ-0331,Bomba de proceso,Proceso,Línea 1,C,Falla eléctrica,2.9,Averías,1
901778,2026-05,EQ-0210,Compresor 3,Servicios,N/A,B,Fatiga de material,7.6,Averías,1
901779,2026-05,EQ-0310,Reactor P1,Proceso,Línea 1,A,Ajuste incorrecto,7.9,Averías,1
901780,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desalineamiento,2.2,Paradas menores,1
901781,2026-05,EQ-0470,Paletizador,Envasado,Línea 3,B,Desgaste,4.7,Defectos y reproceso,1
901782,2026-05,EQ-0201,Caldera 1,Servicios,N/A,A,Fatiga de material,9.7,Defectos y reproceso,1
901783,2026-05,EQ-0311,Intercambiador P1,Proceso,Línea 1,B,Contaminación,5.6,Paradas menores,1
901784,2026-05,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,3.4,Averías,1
901785,2026-05,EQ-0201,Caldera 1,Servicios,N/A,A,Falla eléctrica,11.2,Paradas menores,1
901786,2026-05,EQ-0601,Grúa horquilla 4,Bodega,N/A,C,Obstrucción,5.0,Averías,1
901787,2026-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,9.7,Setup y ajustes,1
901788,2026-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Desgaste,5.6,Paradas menores,1
901789,2026-05,EQ-0201,Caldera 1,Servicios,N/A,A,Desalineamiento,8.6,Setup y ajustes,1
901790,2026-05,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Ajuste incorrecto,11.2,Averías,1
901791,2026-05,EQ-0310,Reactor P1,Proceso,Línea 1,A,Desgaste,6.7,Averías,1
901792,2026-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,4.5,Setup y ajustes,1
901793,2026-05,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,7.7,Averías,1
901794,2026-05,EQ-0201,Caldera 1,Servicios,N/A,A,Falla eléctrica,6.6,Paradas menores,1
901795,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,9.5,Setup y ajustes,1
901796,2026-05,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Falla eléctrica,6.4,Pérdida de velocidad,1
901797,2026-05,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desgaste,7.3,Paradas menores,1
901798,2026-05,EQ-0201,Caldera 1,Servicios,N/A,A,Desgaste,8.6,Averías,1
901799,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Fatiga de material,4.7,Paradas menores,1
901800,2026-05,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,2.3,Averías,1
901801,2026-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Fatiga de material,8.2,Paradas menores,1
901802,2026-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Obstrucción,1.1,Averías,1
901803,2026-05,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Ajuste incorrecto,1.6,Averías,1
901804,2026-05,EQ-0210,Compresor 3,Servicios,N/A,B,Desalineamiento,2.8,Paradas menores,1
901805,2026-06,EQ-0470,Paletizador,Envasado,Línea 3,B,Desalineamiento,3.4,Defectos y reproceso,1
901806,2026-06,EQ-0461,Etiquetadora L1,Envasado,Línea 1,A,Fatiga de material,11.3,Averías,1
901807,2026-06,EQ-0310,Reactor P1,Proceso,Línea 1,A,Contaminación,10.3,Averías,1
901808,2026-06,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Falla eléctrica,9.9,Setup y ajustes,1
901809,2026-06,EQ-0310,Reactor P1,Proceso,Línea 1,A,Falla eléctrica,5.0,Setup y ajustes,1
901810,2026-06,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,3.2,Averías,1
901811,2026-06,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Desalineamiento,9.0,Averías,1
901812,2026-06,EQ-0210,Compresor 3,Servicios,N/A,B,Desgaste,3.8,Averías,1
901813,2026-06,EQ-0210,Compresor 3,Servicios,N/A,B,Falta de lubricación,0.9,Paradas menores,0
901814,2026-06,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,3.0,Averías,1
901815,2026-06,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Contaminación,7.7,Averías,1
901816,2026-06,EQ-0201,Caldera 1,Servicios,N/A,A,Falta de lubricación,10.2,Paradas menores,1
901817,2026-06,EQ-0462,Etiquetadora L2,Envasado,Línea 2,B,Desgaste,2.7,Paradas menores,1
901818,2026-06,EQ-0210,Compresor 3,Servicios,N/A,B,Obstrucción,8.4,Setup y ajustes,1
901819,2026-06,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Obstrucción,4.1,Averías,1
901820,2026-06,EQ-0455,Envasadora L1,Envasado,Línea 1,A,Contaminación,7.5,Pérdida de velocidad,1
901821,2026-06,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,6.5,Averías,1
901822,2026-06,EQ-0471,Transportador L3,Envasado,Línea 3,C,Ajuste incorrecto,4.8,Pérdida de velocidad,1
901823,2026-06,EQ-0211,Chiller 1,Servicios,N/A,A,Falta de lubricación,10.8,Arranque,1
901824,2026-06,EQ-0320,Mezclador P2,Proceso,Línea 2,B,Desalineamiento,7.4,Averías,1
901825,2026-06,EQ-0330,Bomba CIP,Proceso,Línea 2,B,Falla eléctrica,5.6,Averías,1
901826,2026-06,EQ-0202,Caldera 2,Servicios,N/A,B,Fatiga de material,8.0,Averías,1
901827,2026-06,EQ-0457,Envasadora L2,Envasado,Línea 2,A,Desgaste,1.2,Averías,1
