Orden,AnioMes,Area,Linea,Equipo,DenominacionEquipo,Criticidad,TipoMantenimiento,ClaseOrden,EstadoCierre,Trabajo,TrabajoReal,CostoPlan,CostoReal,DiasCierre,RetrasoDias,FlagsCalidad,GrupoPlanificador,Prioridad,MotivoDetencion
401705,2026-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,16.2,16.3,710.4,750.4,8,0,0,Eléctrico,Baja,
401706,2026-02,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Abierta,15.8,3.0,1120.9,595.2,,0,1,Mecánico,Baja,
401707,2026-02,Servicios,N/A,EQ-0211,Chiller 1,A,Correctivo,PM01,Cerrada,14.1,23.5,1109.5,1204.6,2,0,0,Instrumentación,Alta,
401708,2026-02,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,4.3,4.1,98.2,89.6,9,0,0,Eléctrico,Baja,
401709,2026-02,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,17.2,19.1,596.7,627.5,3,6,16,Eléctrico,Baja,
401710,2026-02,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,3.9,4.3,94.9,104.1,3,0,0,Eléctrico,Baja,
401711,2026-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM03,Cerrada,3.3,3.2,130.1,138.1,5,0,0,Eléctrico,Baja,
401712,2026-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,10.8,10.9,302.1,313.7,12,0,0,Mecánico,Alta,
401713,2026-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Mejora,PM04,Cerrada,13.4,13.5,574.5,582.6,3,0,0,Servicios,Baja,
401714,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,23.7,42.3,1171.5,1313.8,11,0,0,Instrumentación,Alta,
401715,2026-02,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Predictivo,PM06,Cerrada,17.7,18.0,373.1,410.1,2,7,0,Instrumentación,Alta,
401716,2026-02,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,8.8,12.9,738.4,754.3,4,0,0,Eléctrico,Baja,
401717,2026-02,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,11.3,20.3,545.4,620.3,10,0,0,Eléctrico,Baja,
401718,2026-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Abierta,10.8,2.9,358.7,136.1,,0,0,Mecánico,Alta,
401719,2026-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM03,Cerrada,7.3,6.7,248.2,221.8,9,0,2,Mecánico,Media,
401720,2026-02,Servicios,N/A,EQ-0202,Caldera 2,B,Mejora,PM04,Cerrada,8.7,9.0,378.0,376.2,8,0,0,Eléctrico,Media,
401721,2026-02,Servicios,N/A,EQ-0211,Chiller 1,A,Correctivo,PM01,Cerrada,32.4,53.2,1972.0,2168.4,12,0,0,Mecánico,Alta,
401722,2026-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Emergencia,PM05,Abierta,5.1,1.6,486.4,173.6,,11,0,Eléctrico,Media,
401723,2026-02,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,11.2,11.0,363.6,356.2,10,0,0,Servicios,Baja,
401724,2026-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Mejora,PM04,Cerrada,17.8,18.6,769.8,792.3,9,3,0,Instrumentación,Baja,
401725,2026-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM03,Cerrada,18.9,20.9,772.8,820.1,10,0,0,Mecánico,Media,
401726,2026-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,17.8,18.9,637.7,670.5,3,0,0,Eléctrico,Alta,
401727,2026-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,25.4,24.5,666.3,697.5,12,0,0,Mecánico,Media,
401728,2026-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM03,Cerrada,13.2,13.5,388.2,398.6,12,0,0,Mecánico,Baja,
401729,2026-02,Servicios,N/A,EQ-0202,Caldera 2,B,Emergencia,PM05,Cerrada,3.8,5.4,213.7,191.2,4,0,0,Instrumentación,Media,
401730,2026-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Mejora,PM04,Cerrada,13.7,13.0,807.6,744.0,10,0,0,Mecánico,Media,
401731,2026-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Cerrada,5.9,6.2,357.7,394.0,10,0,0,Mecánico,Media,
401732,2026-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,17.0,18.2,1016.0,1166.7,1,0,0,Instrumentación,Media,
401733,2026-02,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Abierta,24.5,1.8,638.3,173.3,,10,0,Mecánico,Alta,
401734,2026-02,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM03,Cerrada,4.0,4.2,109.6,105.3,4,0,0,Eléctrico,Media,
401735,2026-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Correctivo,PM01,Cerrada,11.4,15.4,749.4,623.0,2,0,1,Servicios,Media,
401736,2026-02,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Preventivo,PM02,Cerrada,5.6,5.8,168.8,184.9,1,0,0,Mecánico,Alta,
401737,2026-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Correctivo,PM01,Cerrada,25.4,53.3,1993.8,2772.7,11,0,0,Eléctrico,Media,
401738,2026-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Correctivo,PM01,Cerrada,29.2,56.6,974.5,1190.5,12,0,0,Mecánico,Alta,
401739,2026-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Emergencia,PM05,Cerrada,28.0,38.9,1162.8,1120.0,3,0,0,Instrumentación,Media,
401740,2026-02,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,7.5,7.9,466.8,457.0,13,0,0,Eléctrico,Baja,
401741,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,24.4,36.7,2275.4,2200.6,8,0,0,Eléctrico,Media,
401742,2026-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Correctivo,PM01,Cerrada,12.8,16.5,866.0,751.3,6,0,0,Instrumentación,Media,
401743,2026-02,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM03,Cerrada,14.9,14.5,506.8,470.4,9,0,0,Mecánico,Media,
401744,2026-02,Envasado,Línea 3,EQ-0470,Paletizador,B,Predictivo,PM06,Cerrada,25.6,25.6,1136.7,1183.6,11,0,0,Eléctrico,Alta,
401745,2026-02,Envasado,Línea 3,EQ-0471,Transportador L3,C,Correctivo,PM01,Cerrada,11.0,13.6,289.4,254.8,4,0,0,Eléctrico,Media,
401746,2026-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,4.8,4.7,289.9,273.4,2,0,0,Eléctrico,Alta,
401747,2026-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM03,Cerrada,16.3,15.7,785.5,787.6,1,0,0,Eléctrico,Media,
401748,2026-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Correctivo,PM01,Cerrada,32.4,69.5,1328.6,2013.0,9,0,0,Servicios,Media,
401749,2026-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Mejora,PM04,Cerrada,17.8,19.5,553.8,617.1,7,0,2,Mecánico,Baja,
401750,2026-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,2.4,2.2,103.1,88.4,10,0,0,Mecánico,Media,
401751,2026-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,3.2,3.4,68.9,77.3,1,0,0,Mecánico,Media,
401752,2026-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM03,Cerrada,7.5,6.9,459.2,424.9,7,0,0,Eléctrico,Media,
401753,2026-02,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,9.6,9.9,308.6,293.7,4,0,0,Eléctrico,Media,
401754,2026-02,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,22.2,23.3,1295.6,1350.7,10,0,0,Eléctrico,Media,
401755,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,13.1,12.8,406.8,432.9,6,0,0,Eléctrico,Baja,
401756,2026-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,8.8,8.4,171.0,162.4,10,10,0,Instrumentación,Baja,
401757,2026-02,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Emergencia,PM05,Cerrada,10.4,22.4,516.7,778.7,4,0,0,Mecánico,Alta,
401758,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,5.7,5.8,177.3,167.6,5,0,0,Mecánico,Alta,
401759,2026-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,22.7,31.1,1445.4,1259.0,2,0,0,Mecánico,Baja,
401760,2026-02,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,17.7,18.8,707.0,763.1,2,0,2,Mecánico,Alta,
401761,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,17.4,35.3,869.2,1131.9,7,0,2,Eléctrico,Baja,
401762,2026-02,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM03,Cerrada,3.1,2.9,95.8,90.7,11,0,0,Eléctrico,Media,
401763,2026-02,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Abierta,16.2,6.2,720.6,31.3,,0,0,Eléctrico,Media,
401764,2026-02,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,25.5,25.0,988.2,989.2,8,0,4,Eléctrico,Alta,
401765,2026-02,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,6.2,6.8,111.0,121.6,3,0,0,Eléctrico,Alta,
401766,2026-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Emergencia,PM05,Cerrada,11.5,21.9,892.5,1072.6,4,10,0,Eléctrico,Media,
401767,2026-02,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,16.6,16.6,563.4,589.4,3,0,0,Servicios,Baja,
401768,2026-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,9.3,9.6,448.5,504.6,8,0,0,Eléctrico,Alta,
401769,2026-02,Servicios,N/A,EQ-0201,Caldera 1,A,Correctivo,PM01,Cerrada,21.8,41.9,1400.5,1917.7,1,0,0,Instrumentación,Media,
401770,2026-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Emergencia,PM05,Cerrada,27.1,38.5,2251.8,1966.4,7,0,0,Mecánico,Baja,
401771,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,32.2,67.1,2757.7,3817.7,4,0,0,Mecánico,Media,
401772,2026-02,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,22.8,22.3,751.2,722.3,12,11,0,Mecánico,Media,
401773,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,14.5,13.9,625.3,608.9,12,7,16,Servicios,Alta,
401774,2026-02,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,9.5,8.8,343.5,324.1,5,0,0,Mecánico,Alta,
401775,2026-03,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,12.2,12.8,297.0,332.0,10,0,1,Mecánico,Media,
401776,2026-03,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM02,Cerrada,10.2,10.5,259.9,250.5,3,0,0,Mecánico,Alta,
401777,2026-03,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,15.6,14.9,714.4,691.3,8,0,0,Mecánico,Alta,
401778,2026-03,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,22.0,20.4,1406.0,1220.8,11,0,0,Servicios,Media,
401779,2026-03,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Emergencia,PM05,Cerrada,13.9,24.3,692.2,847.5,12,0,0,Mecánico,Baja,
401780,2026-03,Servicios,N/A,EQ-0211,Chiller 1,A,Predictivo,PM06,Cerrada,4.8,4.5,251.2,239.3,11,0,0,Eléctrico,Alta,
401781,2026-03,Servicios,N/A,EQ-0210,Compresor 3,B,Emergencia,PM05,Cerrada,4.4,8.0,186.1,221.7,7,0,0,Mecánico,Media,
401782,2026-03,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,27.5,58.6,2061.3,2782.1,4,0,0,Eléctrico,Baja,
401783,2026-03,Envasado,Línea 3,EQ-0470,Paletizador,B,Emergencia,PM05,Cerrada,13.6,21.9,749.1,848.2,9,1,0,Eléctrico,Media,
401784,2026-03,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,23.2,22.4,938.4,968.7,1,0,4,Instrumentación,Alta,
401785,2026-03,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,22.3,22.4,1216.3,1272.0,7,0,0,Instrumentación,Baja,
401786,2026-03,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,13.5,28.8,1235.5,1885.7,12,0,0,Mecánico,Baja,
401787,2026-03,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,30.6,35.7,1382.1,1030.1,12,0,4,Eléctrico,Alta,
401788,2026-03,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Correctivo,PM01,Cerrada,15.9,20.8,938.1,758.4,9,0,0,Mecánico,Baja,
401789,2026-03,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM02,Cerrada,13.2,13.4,616.6,647.5,7,1,16,Eléctrico,Media,
401790,2026-03,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,16.8,16.5,579.2,563.7,4,0,0,Servicios,Alta,
401791,2026-03,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,17.6,19.6,520.9,628.6,11,0,0,Mecánico,Media,
401792,2026-03,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Correctivo,PM01,Cerrada,21.9,40.3,631.5,816.1,1,0,0,Mecánico,Baja,
401793,2026-03,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,19.3,18.0,698.5,645.0,4,0,2,Mecánico,Alta,
401794,2026-03,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,6.1,7.7,226.6,206.5,5,0,0,Mecánico,Media,
401795,2026-03,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,23.6,47.2,1231.6,1611.1,2,3,0,Instrumentación,Baja,
401796,2026-03,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Correctivo,PM01,Cerrada,28.9,56.5,2045.2,2771.1,3,6,0,Mecánico,Media,
401797,2026-03,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,31.8,41.2,2177.2,1834.2,12,0,0,Instrumentación,Media,
401798,2026-03,Servicios,N/A,EQ-0211,Chiller 1,A,Predictivo,PM06,Cerrada,17.2,17.7,754.1,723.5,7,0,2,Instrumentación,Media,
401799,2026-03,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM02,Cerrada,19.2,20.4,864.2,958.5,12,0,6,Mecánico,Alta,
401800,2026-03,Envasado,Línea 3,EQ-0470,Paletizador,B,Predictivo,PM06,Cerrada,10.6,10.2,265.3,249.7,1,0,2,Servicios,Alta,
401801,2026-03,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,14.0,19.4,1243.3,1192.7,6,7,0,Mecánico,Alta,
401802,2026-03,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM03,Cerrada,10.7,11.7,554.0,656.0,9,0,0,Eléctrico,Alta,
401803,2026-03,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,9.7,9.4,284.3,271.0,4,0,0,Mecánico,Media,
401804,2026-03,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM03,Cerrada,2.3,2.5,79.1,91.5,11,4,16,Mecánico,Baja,
401805,2026-03,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,3.1,3.1,91.2,92.7,12,0,0,Eléctrico,Media,
401806,2026-03,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,11.7,24.9,789.4,1175.6,11,0,0,Eléctrico,Media,
401807,2026-03,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM02,Abierta,22.7,6.2,1455.2,226.1,,26,16,Mecánico,Media,Espera de repuesto
401808,2026-03,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,23.6,23.8,970.3,959.9,7,8,0,Eléctrico,Baja,
401809,2026-03,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,10.5,9.9,342.0,300.8,5,0,0,Mecánico,Media,
401810,2026-03,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,22.0,22.6,1075.1,1162.3,4,0,0,Eléctrico,Alta,
401811,2026-03,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Correctivo,PM01,Abierta,4.7,2.0,340.7,82.0,,32,0,Eléctrico,Baja,Requiere parada de planta
401812,2026-03,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,14.3,14.0,895.7,847.1,7,0,0,Mecánico,Alta,
401813,2026-03,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,4.6,9.5,372.5,476.7,5,1,0,Servicios,Media,
401814,2026-03,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM03,Cerrada,10.6,10.5,461.8,438.7,8,0,0,Mecánico,Media,
401815,2026-03,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Correctivo,PM01,Cerrada,15.4,26.3,624.5,708.4,2,0,2,Eléctrico,Baja,
401816,2026-03,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,19.2,21.4,636.1,708.2,4,0,0,Mecánico,Media,
401817,2026-03,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Mejora,PM04,Cerrada,6.8,6.3,180.1,156.9,8,0,0,Instrumentación,Media,
401818,2026-03,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,17.3,18.0,459.9,485.5,9,0,0,Instrumentación,Media,
401819,2026-03,Proceso,Línea 1,EQ-0310,Reactor P1,A,Mejora,PM04,Abierta,7.5,1.4,320.1,36.4,,34,0,Servicios,Media,Sin asignación de técnico
401820,2026-03,Bodega,N/A,EQ-0601,Grúa horquilla 4,C,Correctivo,PM01,Cerrada,28.9,34.6,1455.6,1219.3,5,0,0,Mecánico,Media,
401821,2026-03,Servicios,N/A,EQ-0202,Caldera 2,B,Correctivo,PM01,Cerrada,2.6,4.0,141.6,154.7,3,0,4,Eléctrico,Media,
401822,2026-03,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Preventivo,PM02,Cerrada,22.8,23.5,745.6,764.6,1,0,0,Mecánico,Alta,
401823,2026-03,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM03,Cerrada,10.3,11.0,647.1,711.6,11,0,0,Mecánico,Media,
401824,2026-03,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Emergencia,PM05,Cerrada,30.8,38.2,2101.0,1852.4,4,0,0,Mecánico,Media,
401825,2026-03,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,7.1,6.6,197.3,180.2,2,0,0,Eléctrico,Alta,
401826,2026-03,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Mejora,PM04,Cerrada,24.0,24.2,836.3,877.1,3,0,0,Eléctrico,Media,
401827,2026-03,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,18.7,17.8,792.2,773.3,6,0,0,Eléctrico,Media,
401828,2026-03,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Preventivo,PM03,Abierta,20.1,5.9,1130.5,202.0,,36,24,Mecánico,Alta,Espera de repuesto
401829,2026-03,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,15.1,15.3,388.8,407.3,5,0,0,Instrumentación,Baja,
401830,2026-03,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,25.3,27.2,1160.8,1311.3,4,0,0,Eléctrico,Media,
401831,2026-03,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Correctivo,PM01,Cerrada,26.7,52.5,1065.0,1499.8,4,0,0,Mecánico,Media,
401832,2026-03,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,18.7,17.4,558.7,522.7,8,0,0,Mecánico,Baja,
401833,2026-03,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,16.9,15.8,415.5,374.1,3,6,0,Mecánico,Baja,
401834,2026-03,Servicios,N/A,EQ-0211,Chiller 1,A,Mejora,PM04,Cerrada,19.2,18.5,1122.1,1061.6,6,0,0,Eléctrico,Media,
401835,2026-03,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM03,Cerrada,15.7,17.0,822.7,840.3,4,0,0,Instrumentación,Media,
401836,2026-03,Envasado,Línea 1,EQ-0461,Etiquetadora L1,A,Predictivo,PM06,Cerrada,10.4,10.7,557.0,586.6,8,0,0,Servicios,Baja,
401837,2026-03,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Abierta,14.7,4.3,466.3,199.3,,3,16,Mecánico,Media,
401838,2026-03,Servicios,N/A,EQ-0201,Caldera 1,A,Preventivo,PM03,Cerrada,18.7,18.2,725.8,722.0,1,0,0,Mecánico,Media,
401839,2026-03,Servicios,N/A,EQ-0210,Compresor 3,B,Emergencia,PM05,Abierta,8.1,2.5,598.9,129.0,,17,1,Instrumentación,Baja,
401840,2026-03,Envasado,Línea 1,EQ-0455,Envasadora L1,A,Preventivo,PM02,Cerrada,10.0,9.9,428.2,435.0,5,0,0,Instrumentación,Baja,
401841,2026-03,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Correctivo,PM01,Cerrada,6.6,12.9,444.5,555.0,5,0,0,Servicios,Alta,
401842,2026-03,Envasado,Línea 2,EQ-0457,Envasadora L2,A,Mejora,PM04,Cerrada,15.5,16.5,471.6,489.1,3,4,0,Mecánico,Media,
401843,2026-03,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM02,Cerrada,16.5,17.2,516.4,528.0,6,0,0,Mecánico,Media,
401844,2026-03,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Preventivo,PM03,Cerrada,25.6,26.6,932.5,915.4,2,0,0,Mecánico,Media,
401845,2026-03,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM03,Cerrada,11.2,10.4,455.2,456.1,6,0,0,Mecánico,Baja,
401846,2026-03,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM03,Cerrada,17.0,18.8,495.0,506.9,11,10,16,Mecánico,Media,
401847,2026-03,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM02,Cerrada,10.3,10.9,303.3,336.1,3,0,0,Servicios,Media,
401848,2026-03,Envasado,Línea 3,EQ-0471,Transportador L3,C,Preventivo,PM02,Cerrada,10.8,10.7,299.2,301.2,5,0,0,Eléctrico,Media,
401849,2026-03,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM03,Cerrada,20.5,22.2,671.9,728.0,8,0,0,Mecánico,Media,
401850,2026-03,Servicios,N/A,EQ-0210,Compresor 3,B,Correctivo,PM01,Cerrada,28.0,41.9,1872.0,1803.2,3,0,0,Mecánico,Media,
401851,2026-03,Proceso,Línea 1,EQ-0331,Bomba de proceso,C,Preventivo,PM03,Cerrada,23.0,21.3,453.6,390.9,8,0,0,Mecánico,Alta,
401852,2026-03,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Cerrada,13.1,12.5,450.2,452.5,3,0,2,Eléctrico,Baja,
401853,2026-03,Servicios,N/A,EQ-0202,Caldera 2,B,Preventivo,PM03,Cerrada,6.6,6.2,233.8,214.7,4,8,0,Mecánico,Baja,
401854,2026-03,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Correctivo,PM01,Cerrada,11.7,21.0,795.9,951.8,4,0,0,Eléctrico,Media,
401855,2026-03,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Emergencia,PM05,Cerrada,2.9,3.9,116.7,111.6,3,0,0,Servicios,Media,
401856,2026-03,Envasado,Línea 2,EQ-0462,Etiquetadora L2,B,Preventivo,PM02,Cerrada,23.7,25.1,674.5,731.4,4,0,0,Servicios,Baja,
401857,2026-03,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Correctivo,PM01,Cerrada,13.9,25.1,961.8,1079.7,9,0,0,Instrumentación,Baja,
401858,2026-03,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Preventivo,PM02,Cerrada,18.0,16.8,883.8,883.3,5,0,0,Eléctrico,Baja,
401859,2026-03,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Preventivo,PM02,Cerrada,19.1,20.2,554.2,617.5,4,5,16,Eléctrico,Alta,
401860,2026-03,Envasado,Línea 3,EQ-0470,Paletizador,B,Preventivo,PM02,Abierta,24.1,10.1,1190.6,24.1,,13,16,Mecánico,Alta,
401861,2026-03,Servicios,N/A,EQ-0211,Chiller 1,A,Preventivo,PM02,Cerrada,7.6,7.5,333.9,333.8,9,3,16,Instrumentación,Media,
401862,2026-03,Proceso,Línea 2,EQ-0330,Bomba CIP,B,Mejora,PM04,Cerrada,23.4,26.0,728.5,759.9,4,0,0,Mecánico,Alta,
401863,2026-03,Proceso,Línea 2,EQ-0320,Mezclador P2,B,Correctivo,PM01,Cerrada,11.8,25.8,533.0,744.2,10,0,0,Mecánico,Alta,
401864,2026-03,Servicios,N/A,EQ-0210,Compresor 3,B,Preventivo,PM03,Cerrada,22.6,21.5,855.8,811.9,9,0,0,Mecánico,Media,
401865,2026-03,Proceso,Línea 1,EQ-0310,Reactor P1,A,Preventivo,PM02,Cerrada,24.7,26.9,782.9,827.9,8,1,16,Mecánico,Alta,
401866,2026-03,Servicios,N/A,EQ-0210,Compresor 3,B,Emergencia,PM05,Abierta,14.1,4.7,552.6,172.6,,0,0,Mecánico,Alta,
401867,2026-03,Proceso,Línea 1,EQ-0311,Intercambiador P1,B,Correctivo,PM01,Cerrada,30.0,44.4,1646.6,1536.5,10,0,0,Eléctrico,Alta,
